queryID, query, similarity, totalcount
1795,""healthy food" "exercise" -is:retweet -is:quote -is:reply",0.40645861151722157,257
1796,""healthy food" "exercising" -is:retweet -is:quote -is:reply",0.4558203797994437,23
1797,""healthy food" "physical exertion" -is:retweet -is:quote -is:reply",0.3628433994869181,0
1798,""healthy food" "workout" -is:retweet -is:quote -is:reply",0.3485462010270128,87
1799,""healthy food" "sleep quality" -is:retweet -is:quote -is:reply",0.537911725835717,1
1800,""healthy food" "sexual education" -is:retweet -is:quote -is:reply",0.3431623537884612,0
1801,""healthy food" "activities" -is:retweet -is:quote -is:reply",0.42195306839435165,43
1802,""healthy food" "activity" -is:retweet -is:quote -is:reply",0.3939238862590062,37
1803,""healthy food" "activeness" -is:retweet -is:quote -is:reply",0.4144475940337235,0
1804,""healthy food" "bodily process" -is:retweet -is:quote -is:reply",0.3786519572537381,0
1805,""healthy food" "body process" -is:retweet -is:quote -is:reply",0.3992642177884804,0
1806,""healthy food" "bodily function" -is:retweet -is:quote -is:reply",0.3479785883121443,0
1807,""healthy food" "natural process" -is:retweet -is:quote -is:reply",0.49318745362805727,0
1808,""healthy food" "natural action" -is:retweet -is:quote -is:reply",0.4105255787384943,0
1809,""healthy food" "computer" -is:retweet -is:quote -is:reply",0.19972957691869342,2
1810,""healthy food" "computing machine" -is:retweet -is:quote -is:reply",0.28954745619599986,0
1811,""healthy food" "computing device" -is:retweet -is:quote -is:reply",0.28562534613663554,0
1812,""healthy food" "data processor" -is:retweet -is:quote -is:reply",0.2692856225690807,0
1813,""healthy food" "electronic computer" -is:retweet -is:quote -is:reply",0.23856457841239986,0
1814,""healthy food" "information processing system" -is:retweet -is:quote -is:reply",0.39657507875715275,0
1815,""healthy food" "smartphone" -is:retweet -is:quote -is:reply",0.22196816420738755,0
1816,""healthy food" "IPhone" -is:retweet -is:quote -is:reply",0,3
1817,""healthy food" "Android" -is:retweet -is:quote -is:reply",0.05600445761677054,5
1818,""healthy food" "TV" -is:retweet -is:quote -is:reply",0,31
1819,""healthy food" "television" -is:retweet -is:quote -is:reply",0.11342331721213102,3
1820,""healthy food" "telecasting" -is:retweet -is:quote -is:reply",0.2715784963359251,0
1821,""healthy food" "tv" -is:retweet -is:quote -is:reply",0.01672592845225882,31
1822,""healthy food" "tv set" -is:retweet -is:quote -is:reply",0.051424528674910125,0
1823,""healthy food" "health" -is:retweet -is:quote -is:reply",0.5547372312611838,1156
1824,""healthy food" "wellness" -is:retweet -is:quote -is:reply",0.5875979822873657,107
1825,""healthy food" "noncommunicable diseases" -is:retweet -is:quote -is:reply",0.43809557793590975,1
1826,""healthy food" "NCDs" -is:retweet -is:quote -is:reply",0.15798653571088647,4
1827,""healthy food" "chronic diseases" -is:retweet -is:quote -is:reply",0.38543271554228964,4
1828,""healthy food" "diseases" -is:retweet -is:quote -is:reply",0.3707901896754268,35
1829,""healthy food" "disease" -is:retweet -is:quote -is:reply",0.3474182489479185,48
1830,""healthy food" "chronic respiratory diseases" -is:retweet -is:quote -is:reply",0.4051734989041061,0
1831,""healthy food" "asthma" -is:retweet -is:quote -is:reply",0.24627574557083626,1
1832,""healthy food" "chronic obstructive pulmonary disease" -is:retweet -is:quote -is:reply",0.3745603986991785,0
1833,""healthy food" "COPD" -is:retweet -is:quote -is:reply",0.14750791451908304,0
1834,""healthy food" "lung cancer" -is:retweet -is:quote -is:reply",0.2188236479762049,2
1835,""healthy food" "cystic fibrosis" -is:retweet -is:quote -is:reply",0.22802030185576375,0
1836,""healthy food" "sleep apnea" -is:retweet -is:quote -is:reply",0.25287779618116335,0
1837,""healthy food" "occupational lung diseases" -is:retweet -is:quote -is:reply",0.36746151390057846,0
1838,""healthy food" "cancer" -is:retweet -is:quote -is:reply",0.22971574335142456,42
1839,""healthy food" "tumor" -is:retweet -is:quote -is:reply",0.16964813194078296,0
1840,""healthy food" "carcinoma" -is:retweet -is:quote -is:reply",0.12835179396176571,0
1841,""healthy food" "melanoma" -is:retweet -is:quote -is:reply",0.13535046039276266,0
1842,""healthy food" "malignancy" -is:retweet -is:quote -is:reply",0.22138539514769465,0
1843,""healthy food" "lymphoma" -is:retweet -is:quote -is:reply",0.08434317617704375,0
1844,""healthy food" "malignant neoplastic disease" -is:retweet -is:quote -is:reply",0.3418759378567941,0
1845,""healthy food" "diabetes" -is:retweet -is:quote -is:reply",0.3544480580761413,62
1846,""healthy food" "insulin-dependent diabetes" -is:retweet -is:quote -is:reply",0.33275359910630725,0
1847,""healthy food" "cardiovascular diseases" -is:retweet -is:quote -is:reply",0.4177538770381728,0
1848,""healthy food" "heart failure" -is:retweet -is:quote -is:reply",0.24176055952586445,53
1849,""healthy food" "heart muscle disease" -is:retweet -is:quote -is:reply",0.3826314387933271,0
1850,""healthy food" "cardiomyopathy" -is:retweet -is:quote -is:reply",0.24452606098301077,0
1851,""healthy food" "heart valve disease" -is:retweet -is:quote -is:reply",0.32637186344400054,0
1852,""healthy food" "pericardial disease" -is:retweet -is:quote -is:reply",0.33929937299849355,0
1853,""healthy food" "peripheral vascular disease" -is:retweet -is:quote -is:reply",0.376241640970351,0
1854,""healthy food" "rheumatic heart disease" -is:retweet -is:quote -is:reply",0.355859451670462,0
1855,""healthy food" "stroke" -is:retweet -is:quote -is:reply",0.0559016103057496,10
1856,""healthy food" "vascular disease" -is:retweet -is:quote -is:reply",0.382390868179073,0
1857,""healthy food" "heart attack" -is:retweet -is:quote -is:reply",0.19024474259537924,5
1858,""healthy food" "unstable angina" -is:retweet -is:quote -is:reply",0.27628322697275465,0
1859,""healthy food" "high blood pressure" -is:retweet -is:quote -is:reply",0.4236731681550058,3
1860,""healthy food" "children" -is:retweet -is:quote -is:reply",0.38887662093656866,216
1861,""healthy food" "child" -is:retweet -is:quote -is:reply",0.32501949078878706,110
1862,""healthy food" "kid" -is:retweet -is:quote -is:reply",0.09421728701104651,22
1863,""healthy food" "youngster" -is:retweet -is:quote -is:reply",0.230551984373661,2
1864,""healthy food" "minor" -is:retweet -is:quote -is:reply",0.039341447081024376,1
1865,""healthy food" "baby" -is:retweet -is:quote -is:reply",0.29190839889008835,41
1866,""healthy food" "fitness" -is:retweet -is:quote -is:reply",0.4349181642718809,371
1867,""healthy food" "physical fitness" -is:retweet -is:quote -is:reply",0.4632875800018457,2
1868,""healthy food" "seaworthiness" -is:retweet -is:quote -is:reply",0.36586101695304024,0
1869,""obesity" "substance abuse" -is:retweet -is:quote -is:reply",0.4866305985432751,7
1870,""obesity" "drug abuse" -is:retweet -is:quote -is:reply",0.4737154748991636,6
1871,""obesity" "life style" -is:retweet -is:quote -is:reply",0.2421478824662076,19
1872,""obesity" "modus vivendi" -is:retweet -is:quote -is:reply",0.05841300170737935,0
1873,""obesity" "nutrition" -is:retweet -is:quote -is:reply",0.5336177787306994,660
1874,""obesity" "nutriment" -is:retweet -is:quote -is:reply",0.4722806055325072,0
1875,""obesity" "nourishment" -is:retweet -is:quote -is:reply",0.36462429441675687,2
1876,""obesity" "sustenance" -is:retweet -is:quote -is:reply",0.26868081648484465,0
1877,""obesity" "aliment" -is:retweet -is:quote -is:reply",0.27493858785271974,0
1878,""obesity" "alimentation" -is:retweet -is:quote -is:reply",0.34868213623319333,0
1879,""obesity" "victuals" -is:retweet -is:quote -is:reply",0.24354340111423245,0
1880,""obesity" "economical resources" -is:retweet -is:quote -is:reply",0.33713442875175265,0
1881,""obesity" "physical exercise" -is:retweet -is:quote -is:reply",0.46566655119639444,27
1882,""obesity" "exercise" -is:retweet -is:quote -is:reply",0.39404310117863994,618
1883,""obesity" "exercising" -is:retweet -is:quote -is:reply",0.40527393802584993,51
1884,""obesity" "physical exertion" -is:retweet -is:quote -is:reply",0.4657365236179087,0
1885,""obesity" "workout" -is:retweet -is:quote -is:reply",0.2575131656332819,98
1886,""obesity" "sleep quality" -is:retweet -is:quote -is:reply",0.4027325865596294,10
1887,""obesity" "sexual education" -is:retweet -is:quote -is:reply",0.46618753646498784,0
1888,""obesity" "activities" -is:retweet -is:quote -is:reply",0.3065471775728307,33
1889,""obesity" "activity" -is:retweet -is:quote -is:reply",0.4002847795010798,289
1890,""obesity" "activeness" -is:retweet -is:quote -is:reply",0.44657120613995377,0
1891,""obesity" "bodily process" -is:retweet -is:quote -is:reply",0.27807754378973887,0
1892,""obesity" "body process" -is:retweet -is:quote -is:reply",0.2941876511345609,0
1893,""obesity" "bodily function" -is:retweet -is:quote -is:reply",0.3569418392442008,0
1894,""obesity" "natural process" -is:retweet -is:quote -is:reply",0.2750125662388487,0
1895,""obesity" "natural action" -is:retweet -is:quote -is:reply",0.305729615291402,0
1896,""obesity" "computer" -is:retweet -is:quote -is:reply",0.18318515760408166,12
1897,""obesity" "computing machine" -is:retweet -is:quote -is:reply",0.17661914759606112,0
1898,""obesity" "computing device" -is:retweet -is:quote -is:reply",0.21253306126817015,0
1899,""obesity" "data processor" -is:retweet -is:quote -is:reply",0.17588761726852586,0
1900,""obesity" "electronic computer" -is:retweet -is:quote -is:reply",0.19076641147299664,0
1901,""obesity" "information processing system" -is:retweet -is:quote -is:reply",0.2613218558604392,0
1902,""obesity" "smartphone" -is:retweet -is:quote -is:reply",0.13666079703878703,5
1903,""obesity" "IPhone" -is:retweet -is:quote -is:reply",0.002504005777506497,0
1904,""obesity" "Android" -is:retweet -is:quote -is:reply",0,6
1905,""obesity" "TV" -is:retweet -is:quote -is:reply",0,69
1906,""obesity" "television" -is:retweet -is:quote -is:reply",0.16934844697513965,9
1907,""obesity" "telecasting" -is:retweet -is:quote -is:reply",0.211091199419261,0
1908,""obesity" "tv" -is:retweet -is:quote -is:reply",0,69
1909,""obesity" "tv set" -is:retweet -is:quote -is:reply",0.010397099657041754,0
1910,""obesity" "health" -is:retweet -is:quote -is:reply",0.5326792078823054,5462
1911,""obesity" "wellness" -is:retweet -is:quote -is:reply",0.48734410720710336,394
1912,""obesity" "noncommunicable diseases" -is:retweet -is:quote -is:reply",0.6378609811699895,52
1913,""obesity" "NCDs" -is:retweet -is:quote -is:reply",0.531328373955367,91
1914,""obesity" "chronic diseases" -is:retweet -is:quote -is:reply",0.7128422321086659,110
1915,""obesity" "diseases" -is:retweet -is:quote -is:reply",0.6326812363171721,849
1916,""obesity" "disease" -is:retweet -is:quote -is:reply",0.6492857124777612,1640
1917,""obesity" "chronic respiratory diseases" -is:retweet -is:quote -is:reply",0.6946687571752539,0
1918,""obesity" "asthma" -is:retweet -is:quote -is:reply",0.6368497663677076,144
1919,""obesity" "chronic obstructive pulmonary disease" -is:retweet -is:quote -is:reply",0.6897568480438594,1
1920,""obesity" "COPD" -is:retweet -is:quote -is:reply",0.5566376400504245,5
1921,""obesity" "lung cancer" -is:retweet -is:quote -is:reply",0.577354647727264,20
1922,""obesity" "cystic fibrosis" -is:retweet -is:quote -is:reply",0.5327595093614792,1
1923,""obesity" "sleep apnea" -is:retweet -is:quote -is:reply",0.44424312652296005,86
1924,""obesity" "occupational lung diseases" -is:retweet -is:quote -is:reply",0.6328581687406796,0
1925,""obesity" "cancer" -is:retweet -is:quote -is:reply",0.6077488722319342,986
1926,""obesity" "tumor" -is:retweet -is:quote -is:reply",0.42741995530565247,12
1927,""obesity" "carcinoma" -is:retweet -is:quote -is:reply",0.3868730915241372,11
1928,""obesity" "melanoma" -is:retweet -is:quote -is:reply",0.47957446733417963,6
1929,""obesity" "malignancy" -is:retweet -is:quote -is:reply",0.580929102145113,7
1930,""obesity" "lymphoma" -is:retweet -is:quote -is:reply",0.40204445887511464,1
1931,""obesity" "malignant neoplastic disease" -is:retweet -is:quote -is:reply",0.6386038993168669,0
1932,""obesity" "diabetes" -is:retweet -is:quote -is:reply",0.7496492015319748,2748
1933,""obesity" "insulin-dependent diabetes" -is:retweet -is:quote -is:reply",0.5076066364332728,0
1934,""obesity" "cardiovascular diseases" -is:retweet -is:quote -is:reply",0.7121688466325854,29
1935,""obesity" "heart failure" -is:retweet -is:quote -is:reply",0.4255434731410559,35
1936,""obesity" "heart muscle disease" -is:retweet -is:quote -is:reply",0.5776293603426899,0
1937,""obesity" "cardiomyopathy" -is:retweet -is:quote -is:reply",0.610512308150499,4
1938,""obesity" "heart valve disease" -is:retweet -is:quote -is:reply",0.493027171077808,0
1939,""obesity" "pericardial disease" -is:retweet -is:quote -is:reply",0.647494580852467,0
1940,""obesity" "peripheral vascular disease" -is:retweet -is:quote -is:reply",0.6200036720859085,0
1941,""obesity" "rheumatic heart disease" -is:retweet -is:quote -is:reply",0.6218505321892617,0
1942,""obesity" "stroke" -is:retweet -is:quote -is:reply",0.3663359637198359,145
1943,""obesity" "vascular disease" -is:retweet -is:quote -is:reply",0.6537408856714254,2
1944,""obesity" "heart attack" -is:retweet -is:quote -is:reply",0.27670164948381637,53
1945,""obesity" "unstable angina" -is:retweet -is:quote -is:reply",0.4073674321402195,0
1946,""obesity" "high blood pressure" -is:retweet -is:quote -is:reply",0.3664549555071892,180
1947,""obesity" "children" -is:retweet -is:quote -is:reply",0.39360177908119204,876
1948,""obesity" "child" -is:retweet -is:quote -is:reply",0.34663756454058675,492
1949,""obesity" "kid" -is:retweet -is:quote -is:reply",0.07464300365584078,42
1950,""obesity" "youngster" -is:retweet -is:quote -is:reply",0.3084608513716197,1
1951,""obesity" "minor" -is:retweet -is:quote -is:reply",0.16614077864052443,6
1952,""obesity" "baby" -is:retweet -is:quote -is:reply",0.16802794651362957,42
1953,""obesity" "fitness" -is:retweet -is:quote -is:reply",0.42177783563749466,977
1954,""obesity" "physical fitness" -is:retweet -is:quote -is:reply",0.4763266123416113,18
1955,""obesity" "seaworthiness" -is:retweet -is:quote -is:reply",0.3118107735429913,0
1956,""overweight" "substance abuse" -is:retweet -is:quote -is:reply",0.4488034679100978,3
1957,""overweight" "drug abuse" -is:retweet -is:quote -is:reply",0.3400418393546724,0
1958,""overweight" "life style" -is:retweet -is:quote -is:reply",0.3499535068588023,3
1959,""overweight" "modus vivendi" -is:retweet -is:quote -is:reply",0.13581568233826163,0
1960,""overweight" "nutrition" -is:retweet -is:quote -is:reply",0.4890906970856326,99
1961,""overweight" "nutriment" -is:retweet -is:quote -is:reply",0.537412521495005,0
1962,""overweight" "nourishment" -is:retweet -is:quote -is:reply",0.45840381907626554,1
1963,""overweight" "sustenance" -is:retweet -is:quote -is:reply",0.4088059418057624,1
1964,""overweight" "aliment" -is:retweet -is:quote -is:reply",0.3860994019030328,0
1965,""overweight" "alimentation" -is:retweet -is:quote -is:reply",0.4374562944199871,0
1966,""overweight" "victuals" -is:retweet -is:quote -is:reply",0.35337760581595345,0
1967,""overweight" "economical resources" -is:retweet -is:quote -is:reply",0.4640492835407937,0
1968,""overweight" "physical exercise" -is:retweet -is:quote -is:reply",0.5628005237377045,3
1969,""overweight" "exercise" -is:retweet -is:quote -is:reply",0.49007512519185187,254
1970,""overweight" "exercising" -is:retweet -is:quote -is:reply",0.5918961604334548,25
1971,""overweight" "physical exertion" -is:retweet -is:quote -is:reply",0.5690299608442303,1
1972,""overweight" "workout" -is:retweet -is:quote -is:reply",0.33818415337934293,46
1973,""overweight" "sleep quality" -is:retweet -is:quote -is:reply",0.4697545687528043,0
1974,""overweight" "sexual education" -is:retweet -is:quote -is:reply",0.41592652425139803,0
1975,""overweight" "activities" -is:retweet -is:quote -is:reply",0.3782490042812693,6
1976,""overweight" "activity" -is:retweet -is:quote -is:reply",0.45332315986480176,43
1977,""overweight" "activeness" -is:retweet -is:quote -is:reply",0.511112064814721,0
1978,""overweight" "bodily process" -is:retweet -is:quote -is:reply",0.4085261227956653,0
1979,""overweight" "body process" -is:retweet -is:quote -is:reply",0.4731595485423121,0
1980,""overweight" "bodily function" -is:retweet -is:quote -is:reply",0.4774098852225195,0
1981,""overweight" "natural process" -is:retweet -is:quote -is:reply",0.4212668508100898,0
1982,""overweight" "natural action" -is:retweet -is:quote -is:reply",0.4444301038634343,0
1983,""overweight" "computer" -is:retweet -is:quote -is:reply",0.2988533368176366,9
1984,""overweight" "computing machine" -is:retweet -is:quote -is:reply",0.4038379316872,0
1985,""overweight" "computing device" -is:retweet -is:quote -is:reply",0.41692759141209496,0
1986,""overweight" "data processor" -is:retweet -is:quote -is:reply",0.2871160245010673,0
1987,""overweight" "electronic computer" -is:retweet -is:quote -is:reply",0.3418986037046672,0
1988,""overweight" "information processing system" -is:retweet -is:quote -is:reply",0.41679784976246553,0
1989,""overweight" "smartphone" -is:retweet -is:quote -is:reply",0.25135196452703557,0
1990,""overweight" "IPhone" -is:retweet -is:quote -is:reply",0.02412169846776203,4
1991,""overweight" "Android" -is:retweet -is:quote -is:reply",0.07786657719218983,5
1992,""overweight" "TV" -is:retweet -is:quote -is:reply",0,68
1993,""overweight" "television" -is:retweet -is:quote -is:reply",0.24780553438228758,10
1994,""overweight" "telecasting" -is:retweet -is:quote -is:reply",0.4275967115037039,0
1995,""overweight" "tv" -is:retweet -is:quote -is:reply",0,68
1996,""overweight" "tv set" -is:retweet -is:quote -is:reply",0.059041469710973384,0
1997,""overweight" "health" -is:retweet -is:quote -is:reply",0.41134464966767137,836
1998,""overweight" "wellness" -is:retweet -is:quote -is:reply",0.40754222944310253,37
1999,""overweight" "noncommunicable diseases" -is:retweet -is:quote -is:reply",0.5457083647402687,5
2000,""overweight" "NCDs" -is:retweet -is:quote -is:reply",0.25166946254745737,4
2001,""overweight" "chronic diseases" -is:retweet -is:quote -is:reply",0.5506691117930195,3
2002,""overweight" "diseases" -is:retweet -is:quote -is:reply",0.459106021148984,83
2003,""overweight" "disease" -is:retweet -is:quote -is:reply",0.4668426924338847,151
2004,""overweight" "chronic respiratory diseases" -is:retweet -is:quote -is:reply",0.5703538008117015,0
2005,""overweight" "asthma" -is:retweet -is:quote -is:reply",0.40265445348401163,11
2006,""overweight" "chronic obstructive pulmonary disease" -is:retweet -is:quote -is:reply",0.5909292086247855,0
2007,""overweight" "COPD" -is:retweet -is:quote -is:reply",0.3710392045881043,0
2008,""overweight" "lung cancer" -is:retweet -is:quote -is:reply",0.44387847431070665,2
2009,""overweight" "cystic fibrosis" -is:retweet -is:quote -is:reply",0.44999915923015515,0
2010,""overweight" "sleep apnea" -is:retweet -is:quote -is:reply",0.3681446009594067,15
2011,""overweight" "occupational lung diseases" -is:retweet -is:quote -is:reply",0.5649295031416726,0
2012,""overweight" "cancer" -is:retweet -is:quote -is:reply",0.42356527357093154,107
2013,""overweight" "tumor" -is:retweet -is:quote -is:reply",0.3546228211947957,2
2014,""overweight" "carcinoma" -is:retweet -is:quote -is:reply",0.3318823934573278,0
2015,""overweight" "melanoma" -is:retweet -is:quote -is:reply",0.37250349177683206,0
2016,""overweight" "malignancy" -is:retweet -is:quote -is:reply",0.4568098138544701,1
2017,""overweight" "lymphoma" -is:retweet -is:quote -is:reply",0.28866538783650086,1
2018,""overweight" "malignant neoplastic disease" -is:retweet -is:quote -is:reply",0.5551708522909394,0
2019,""overweight" "diabetes" -is:retweet -is:quote -is:reply",0.5317422012694552,333
2020,""overweight" "insulin-dependent diabetes" -is:retweet -is:quote -is:reply",0.53592444274883,0
2021,""overweight" "cardiovascular diseases" -is:retweet -is:quote -is:reply",0.5698640536087516,10
2022,""overweight" "heart failure" -is:retweet -is:quote -is:reply",0.4295280548038789,5
2023,""overweight" "heart muscle disease" -is:retweet -is:quote -is:reply",0.5368373982595237,0
2024,""overweight" "cardiomyopathy" -is:retweet -is:quote -is:reply",0.4750658858805266,0
2025,""overweight" "heart valve disease" -is:retweet -is:quote -is:reply",0.467739594296691,0
2026,""overweight" "pericardial disease" -is:retweet -is:quote -is:reply",0.5282171190779373,0
2027,""overweight" "peripheral vascular disease" -is:retweet -is:quote -is:reply",0.5831000977120402,0
2028,""overweight" "rheumatic heart disease" -is:retweet -is:quote -is:reply",0.5323091338532748,0
2029,""overweight" "stroke" -is:retweet -is:quote -is:reply",0.439053063463846,29
2030,""overweight" "vascular disease" -is:retweet -is:quote -is:reply",0.5559371970868634,0
2031,""overweight" "heart attack" -is:retweet -is:quote -is:reply",0.3709410193526945,26
2032,""overweight" "unstable angina" -is:retweet -is:quote -is:reply",0.6083190246412595,0
2033,""overweight" "high blood pressure" -is:retweet -is:quote -is:reply",0.5524308413226685,52
2034,""overweight" "children" -is:retweet -is:quote -is:reply",0.4297091735986047,260
2035,""overweight" "child" -is:retweet -is:quote -is:reply",0.36423574022331173,135
2036,""overweight" "kid" -is:retweet -is:quote -is:reply",0.07823370634496128,71
2037,""overweight" "youngster" -is:retweet -is:quote -is:reply",0.42265191136530217,1
2038,""overweight" "minor" -is:retweet -is:quote -is:reply",0.2986522967574626,5
2039,""overweight" "baby" -is:retweet -is:quote -is:reply",0.20577724321108376,49
2040,""overweight" "fitness" -is:retweet -is:quote -is:reply",0.43314060072085003,165
2041,""overweight" "physical fitness" -is:retweet -is:quote -is:reply",0.5274277966899374,2
2042,""overweight" "seaworthiness" -is:retweet -is:quote -is:reply",0.4361514681687042,0
2043,""anorexia" "substance abuse" -is:retweet -is:quote -is:reply",0.34010488768616176,4
2044,""anorexia" "drug abuse" -is:retweet -is:quote -is:reply",0.33478820590420627,4
2045,""anorexia" "life style" -is:retweet -is:quote -is:reply",0.10556230464685262,0
2046,""anorexia" "modus vivendi" -is:retweet -is:quote -is:reply",0.04194846191038136,0
2047,""anorexia" "nutrition" -is:retweet -is:quote -is:reply",0.22930683780338487,26
2048,""anorexia" "nutriment" -is:retweet -is:quote -is:reply",0.16954709734565954,0
2049,""anorexia" "nourishment" -is:retweet -is:quote -is:reply",0.1258846733357146,4
2050,""anorexia" "sustenance" -is:retweet -is:quote -is:reply",0.09482192685732385,0
2051,""anorexia" "aliment" -is:retweet -is:quote -is:reply",0.052672949142536465,0
2052,""anorexia" "alimentation" -is:retweet -is:quote -is:reply",0.13281701386217215,0
2053,""anorexia" "victuals" -is:retweet -is:quote -is:reply",0.1176396162635363,0
2054,""anorexia" "economical resources" -is:retweet -is:quote -is:reply",0.05667917352951594,0
2055,""anorexia" "physical exercise" -is:retweet -is:quote -is:reply",0.28674862036934473,2
2056,""anorexia" "exercise" -is:retweet -is:quote -is:reply",0.23412438747728995,26
2057,""anorexia" "exercising" -is:retweet -is:quote -is:reply",0.22434777807502815,13
2058,""anorexia" "physical exertion" -is:retweet -is:quote -is:reply",0.2782664108864208,0
2059,""anorexia" "workout" -is:retweet -is:quote -is:reply",0.1457632313390589,2
2060,""anorexia" "sleep quality" -is:retweet -is:quote -is:reply",0.20848234769299176,0
2061,""anorexia" "sexual education" -is:retweet -is:quote -is:reply",0.2635361564494601,0
2062,""anorexia" "activities" -is:retweet -is:quote -is:reply",0.07260030841319841,0
2063,""anorexia" "activity" -is:retweet -is:quote -is:reply",0.15058146430577443,5
2064,""anorexia" "activeness" -is:retweet -is:quote -is:reply",0.1554869295313601,0
2065,""anorexia" "bodily process" -is:retweet -is:quote -is:reply",0.2278035670026685,0
2066,""anorexia" "body process" -is:retweet -is:quote -is:reply",0.18857143651787384,0
2067,""anorexia" "bodily function" -is:retweet -is:quote -is:reply",0.22843299787931878,0
2068,""anorexia" "natural process" -is:retweet -is:quote -is:reply",0.09510953652420462,0
2069,""anorexia" "natural action" -is:retweet -is:quote -is:reply",0.07111935132486623,0
2070,""anorexia" "computer" -is:retweet -is:quote -is:reply",0.044959508166018396,1
2071,""anorexia" "computing machine" -is:retweet -is:quote -is:reply",0.0032101112271766164,0
2072,""anorexia" "computing device" -is:retweet -is:quote -is:reply",0.02533154157002894,0
2073,""anorexia" "data processor" -is:retweet -is:quote -is:reply",0.02782193593975555,0
2074,""anorexia" "electronic computer" -is:retweet -is:quote -is:reply",0.04117394916538497,0
2075,""anorexia" "information processing system" -is:retweet -is:quote -is:reply",0.07219725112448282,0
2076,""anorexia" "smartphone" -is:retweet -is:quote -is:reply",0.020762640379114787,0
2077,""anorexia" "IPhone" -is:retweet -is:quote -is:reply",0,0
2078,""anorexia" "Android" -is:retweet -is:quote -is:reply",0,0
2079,""anorexia" "TV" -is:retweet -is:quote -is:reply",0,24
2080,""anorexia" "television" -is:retweet -is:quote -is:reply",0.019224538289055865,1
2081,""anorexia" "telecasting" -is:retweet -is:quote -is:reply",0.01450786586150844,0
2082,""anorexia" "tv" -is:retweet -is:quote -is:reply",0,24
2083,""anorexia" "tv set" -is:retweet -is:quote -is:reply",0,0
2084,""anorexia" "health" -is:retweet -is:quote -is:reply",0.24163423120610156,207
2085,""anorexia" "wellness" -is:retweet -is:quote -is:reply",0.23911950224957146,25
2086,""anorexia" "noncommunicable diseases" -is:retweet -is:quote -is:reply",0.3388271624117864,0
2087,""anorexia" "NCDs" -is:retweet -is:quote -is:reply",0.35021788619539956,0
2088,""anorexia" "chronic diseases" -is:retweet -is:quote -is:reply",0.4705189331331548,0
2089,""anorexia" "diseases" -is:retweet -is:quote -is:reply",0.3413826476397258,4
2090,""anorexia" "disease" -is:retweet -is:quote -is:reply",0.39675418146917096,36
2091,""anorexia" "chronic respiratory diseases" -is:retweet -is:quote -is:reply",0.4584785518214231,0
2092,""anorexia" "asthma" -is:retweet -is:quote -is:reply",0.5327378575171668,1
2093,""anorexia" "chronic obstructive pulmonary disease" -is:retweet -is:quote -is:reply",0.4770670515738888,0
2094,""anorexia" "COPD" -is:retweet -is:quote -is:reply",0.5568505564246552,0
2095,""anorexia" "lung cancer" -is:retweet -is:quote -is:reply",0.4332389301795907,2
2096,""anorexia" "cystic fibrosis" -is:retweet -is:quote -is:reply",0.41095014851580675,2
2097,""anorexia" "sleep apnea" -is:retweet -is:quote -is:reply",0.45135906650209634,0
2098,""anorexia" "occupational lung diseases" -is:retweet -is:quote -is:reply",0.37953531087567033,0
2099,""anorexia" "cancer" -is:retweet -is:quote -is:reply",0.43532770392073766,34
2100,""anorexia" "tumor" -is:retweet -is:quote -is:reply",0.285367838617894,2
2101,""anorexia" "carcinoma" -is:retweet -is:quote -is:reply",0.3318205571240145,0
2102,""anorexia" "melanoma" -is:retweet -is:quote -is:reply",0.36536769471250635,0
2103,""anorexia" "malignancy" -is:retweet -is:quote -is:reply",0.4444593307604472,0
2104,""anorexia" "lymphoma" -is:retweet -is:quote -is:reply",0.36467652444420207,1
2105,""anorexia" "malignant neoplastic disease" -is:retweet -is:quote -is:reply",0.4414557735706125,0
2106,""anorexia" "diabetes" -is:retweet -is:quote -is:reply",0.5379750024361045,11
2107,""anorexia" "insulin-dependent diabetes" -is:retweet -is:quote -is:reply",0.28696859105713396,0
2108,""anorexia" "cardiovascular diseases" -is:retweet -is:quote -is:reply",0.38745130600356315,0
2109,""anorexia" "heart failure" -is:retweet -is:quote -is:reply",0.2986761337319623,4
2110,""anorexia" "heart muscle disease" -is:retweet -is:quote -is:reply",0.3865329293245896,0
2111,""anorexia" "cardiomyopathy" -is:retweet -is:quote -is:reply",0.48307015763208383,0
2112,""anorexia" "heart valve disease" -is:retweet -is:quote -is:reply",0.3231006577816494,0
2113,""anorexia" "pericardial disease" -is:retweet -is:quote -is:reply",0.4230485291537542,0
2114,""anorexia" "peripheral vascular disease" -is:retweet -is:quote -is:reply",0.3802286864653055,0
2115,""anorexia" "rheumatic heart disease" -is:retweet -is:quote -is:reply",0.4351511903841645,0
2116,""anorexia" "stroke" -is:retweet -is:quote -is:reply",0.2929262786572066,1
2117,""anorexia" "vascular disease" -is:retweet -is:quote -is:reply",0.39326299725561187,0
2118,""anorexia" "heart attack" -is:retweet -is:quote -is:reply",0.17301967866680362,7
2119,""anorexia" "unstable angina" -is:retweet -is:quote -is:reply",0.355275111518492,0
2120,""anorexia" "high blood pressure" -is:retweet -is:quote -is:reply",0.16116770024333896,2
2121,""anorexia" "children" -is:retweet -is:quote -is:reply",0.18856914477168968,30
2122,""anorexia" "child" -is:retweet -is:quote -is:reply",0.2426194626550456,33
