queryID, query, similarity
704,"""life-style"" ""nutrient"" -is:retweet -is:quote -is:reply",0.2939512169739982
705,"""life-style"" ""solid food"" -is:retweet -is:quote -is:reply",0.3198924396851773
706,"""life-style"" ""healthy food"" -is:retweet -is:quote -is:reply",0.2803888874852555
707,"""life-style"" ""obesity"" -is:retweet -is:quote -is:reply",0.20561035839043176
708,"""life-style"" ""overweight"" -is:retweet -is:quote -is:reply",0.34101164422657393
709,"""life-style"" ""anorexia"" -is:retweet -is:quote -is:reply",0.07318385084011748
710,"""life-style"" ""bulimia"" -is:retweet -is:quote -is:reply",0.012977149859410283
711,"""life-style"" ""underweight"" -is:retweet -is:quote -is:reply",0.35747395488404243
712,"""life-style"" ""nutrition"" -is:retweet -is:quote -is:reply",0.3742580299705584
713,"""life-style"" ""nutriment"" -is:retweet -is:quote -is:reply",0.38818839148925194
714,"""life-style"" ""nourishment"" -is:retweet -is:quote -is:reply",0.3728072704067687
715,"""life-style"" ""sustenance"" -is:retweet -is:quote -is:reply",0.3840836879899176
716,"""life-style"" ""aliment"" -is:retweet -is:quote -is:reply",0.3887875983575945
717,"""life-style"" ""alimentation"" -is:retweet -is:quote -is:reply",0.45009810886238005
718,"""life-style"" ""victuals"" -is:retweet -is:quote -is:reply",0.21296601090419
719,"""life-style"" ""economical resources"" -is:retweet -is:quote -is:reply",0.379931633894618
720,"""life-style"" ""physical exercise"" -is:retweet -is:quote -is:reply",0.371960758785012
721,"""life-style"" ""exercise"" -is:retweet -is:quote -is:reply",0.28230632888283763
722,"""life-style"" ""exercising"" -is:retweet -is:quote -is:reply",0.31477640461543
723,"""life-style"" ""physical exertion"" -is:retweet -is:quote -is:reply",0.3904272475981368
724,"""life-style"" ""workout"" -is:retweet -is:quote -is:reply",0.3147893590908386
725,"""life-style"" ""sleep quality"" -is:retweet -is:quote -is:reply",0.3878101040957112
726,"""life-style"" ""sexual education"" -is:retweet -is:quote -is:reply",0.36507671886512366
727,"""life-style"" ""activities"" -is:retweet -is:quote -is:reply",0.40163622953057637
728,"""life-style"" ""activity"" -is:retweet -is:quote -is:reply",0.42431870081535145
729,"""life-style"" ""activeness"" -is:retweet -is:quote -is:reply",0.45686023870684095
730,"""life-style"" ""bodily process"" -is:retweet -is:quote -is:reply",0.30252362571193997
731,"""life-style"" ""body process"" -is:retweet -is:quote -is:reply",0.38933837945425803
732,"""life-style"" ""bodily function"" -is:retweet -is:quote -is:reply",0.3567643738094817
733,"""life-style"" ""natural process"" -is:retweet -is:quote -is:reply",0.42477330160594556
734,"""life-style"" ""natural action"" -is:retweet -is:quote -is:reply",0.4515795960922363
735,"""life-style"" ""computer"" -is:retweet -is:quote -is:reply",0.2769731484214931
736,"""life-style"" ""computing machine"" -is:retweet -is:quote -is:reply",0.43327077500917305
737,"""life-style"" ""computing device"" -is:retweet -is:quote -is:reply",0.40502174824938963
738,"""life-style"" ""information processing system"" -is:retweet -is:quote -is:reply",0.3774463638660643
739,"""life-style"" ""smartphone"" -is:retweet -is:quote -is:reply",0.23990440046584052
740,"""life-style"" ""IPhone"" -is:retweet -is:quote -is:reply",0.12860523535366797
741,"""life-style"" ""Android"" -is:retweet -is:quote -is:reply",0.1236117685624363
742,"""life-style"" ""television"" -is:retweet -is:quote -is:reply",0.25490392420081165
743,"""life-style"" ""tv"" -is:retweet -is:quote -is:reply",0.0276108733928583
744,"""life-style"" ""tv set"" -is:retweet -is:quote -is:reply",0.17644768592220808
745,"""life-style"" ""health"" -is:retweet -is:quote -is:reply",0.2277511339546322
746,"""life-style"" ""wellness"" -is:retweet -is:quote -is:reply",0.40745289465168033
747,"""life-style"" ""noncommunicable disease"" -is:retweet -is:quote -is:reply",0.2722146742151266
748,"""life-style"" ""NCD"" -is:retweet -is:quote -is:reply",0
749,"""life-style"" ""chronic disease"" -is:retweet -is:quote -is:reply",0.30635401891008357
750,"""life-style"" ""disease"" -is:retweet -is:quote -is:reply",0.21636457910265286
751,"""life-style"" ""chronic respiratory disease"" -is:retweet -is:quote -is:reply",0.31376579400263405
752,"""life-style"" ""asthma"" -is:retweet -is:quote -is:reply",0.07869837602973045
753,"""life-style"" ""chronic obstructive pulmonary disease"" -is:retweet -is:quote -is:reply",0.32193773826655314
754,"""life-style"" ""COPD"" -is:retweet -is:quote -is:reply",0.07934640861025632
755,"""life-style"" ""lung cancer"" -is:retweet -is:quote -is:reply",0.2034309698488963
756,"""life-style"" ""cystic fibrosis"" -is:retweet -is:quote -is:reply",0.275076819952669
757,"""life-style"" ""sleep apnea"" -is:retweet -is:quote -is:reply",0.09796612961156771
758,"""life-style"" ""occupational lung disease"" -is:retweet -is:quote -is:reply",0.3246789164652131
759,"""life-style"" ""cancer"" -is:retweet -is:quote -is:reply",0.18435552258178617
760,"""life-style"" ""tumor"" -is:retweet -is:quote -is:reply",0.19180517438021874
761,"""life-style"" ""carcinoma"" -is:retweet -is:quote -is:reply",0.18764412477101697
762,"""life-style"" ""melanoma"" -is:retweet -is:quote -is:reply",0.23229883493714193
763,"""life-style"" ""malignancy"" -is:retweet -is:quote -is:reply",0.2575297248979622
764,"""life-style"" ""lymphoma"" -is:retweet -is:quote -is:reply",0.20263137551683533
765,"""life-style"" ""malignant neoplastic disease"" -is:retweet -is:quote -is:reply",0.29498304505512785
766,"""life-style"" ""diabetes"" -is:retweet -is:quote -is:reply",0.21913956568763487
767,"""life-style"" ""insulin-dependent"" -is:retweet -is:quote -is:reply",0.6753822561062368
768,"""life-style"" ""cardiovascular disease"" -is:retweet -is:quote -is:reply",0.2997904145201374
769,"""life-style"" ""heart failure"" -is:retweet -is:quote -is:reply",0.24712351275816064
770,"""life-style"" ""heart muscle disease"" -is:retweet -is:quote -is:reply",0.30060113402583544
771,"""life-style"" ""cardiomyopathy"" -is:retweet -is:quote -is:reply",0.26994962166071185
772,"""life-style"" ""heart valve disease"" -is:retweet -is:quote -is:reply",0.31070149398574975
773,"""life-style"" ""pericardial disease"" -is:retweet -is:quote -is:reply",0.2804936376477253
774,"""life-style"" ""peripheral vascular disease"" -is:retweet -is:quote -is:reply",0.3375857734769711
775,"""life-style"" ""rheumatic heart disease"" -is:retweet -is:quote -is:reply",0.31976850034620535
776,"""life-style"" ""stroke"" -is:retweet -is:quote -is:reply",0.342219302477555
777,"""life-style"" ""vascular disease"" -is:retweet -is:quote -is:reply",0.30549391813299553
778,"""life-style"" ""heart attack"" -is:retweet -is:quote -is:reply",0.23727511585660646
779,"""life-style"" ""unstable angina"" -is:retweet -is:quote -is:reply",0.31101770036437304
780,"""life-style"" ""high blood pressure"" -is:retweet -is:quote -is:reply",0.33492609268594586
781,"""life-style"" ""children"" -is:retweet -is:quote -is:reply",0.30564746571777607
782,"""life-style"" ""child"" -is:retweet -is:quote -is:reply",0.252961857911972
783,"""life-style"" ""kid"" -is:retweet -is:quote -is:reply",0.04168716408147014
784,"""life-style"" ""youngster"" -is:retweet -is:quote -is:reply",0.2676477895146905
785,"""life-style"" ""minor"" -is:retweet -is:quote -is:reply",0.13835025336604936
786,"""life-style"" ""baby"" -is:retweet -is:quote -is:reply",0.09044810000256857
787,"""life-style"" ""girl"" -is:retweet -is:quote -is:reply",0.15624675383533781
788,"""life-style"" ""boy"" -is:retweet -is:quote -is:reply",0.06703579509891164
789,"""life-style"" ""baby"" -is:retweet -is:quote -is:reply",0.09044810000256857
790,"""life-style"" ""teenager"" -is:retweet -is:quote -is:reply",0.16678823779215635
791,"""life-style"" ""infant"" -is:retweet -is:quote -is:reply",0.19571232204613917
792,"""life-style"" ""adolescent"" -is:retweet -is:quote -is:reply",0.365093885616065
793,"""life-style"" ""juvenile"" -is:retweet -is:quote -is:reply",0.13207183123541877
794,"""life-style"" ""kiddie"" -is:retweet -is:quote -is:reply",0
795,"""life-style"" ""youth"" -is:retweet -is:quote -is:reply",0.28313927302234765
796,"""life-style"" ""fitness"" -is:retweet -is:quote -is:reply",0.3882145915240404
797,"""life-style"" ""physical fitness"" -is:retweet -is:quote -is:reply",0.4241801415511063
798,"""diet"" ""food"" -is:retweet -is:quote -is:reply",0.4633614050995177
799,"""diet"" ""nutrient"" -is:retweet -is:quote -is:reply",0.6070550506335476
800,"""diet"" ""solid food"" -is:retweet -is:quote -is:reply",0.42346470640646
801,"""diet"" ""healthy food"" -is:retweet -is:quote -is:reply",0.5840971456616426
802,"""diet"" ""obesity"" -is:retweet -is:quote -is:reply",0.5102107695425526
803,"""diet"" ""overweight"" -is:retweet -is:quote -is:reply",0.43191129894381963
804,"""diet"" ""anorexia"" -is:retweet -is:quote -is:reply",0.3564512385753433
805,"""diet"" ""bulimia"" -is:retweet -is:quote -is:reply",0.2940754589301806
806,"""diet"" ""underweight"" -is:retweet -is:quote -is:reply",0.3353959991393563
807,"""diet"" ""nutrition"" -is:retweet -is:quote -is:reply",0.6260048408393022
808,"""diet"" ""nutriment"" -is:retweet -is:quote -is:reply",0.5866869468538475
809,"""diet"" ""nourishment"" -is:retweet -is:quote -is:reply",0.43256222942627764
810,"""diet"" ""sustenance"" -is:retweet -is:quote -is:reply",0.3508581030198927
811,"""diet"" ""aliment"" -is:retweet -is:quote -is:reply",0.27153712738056085
812,"""diet"" ""alimentation"" -is:retweet -is:quote -is:reply",0.2411656388311529
813,"""diet"" ""victuals"" -is:retweet -is:quote -is:reply",0.21952469569717004
814,"""diet"" ""economical resources"" -is:retweet -is:quote -is:reply",0.24510033062308803
815,"""diet"" ""physical exercise"" -is:retweet -is:quote -is:reply",0.4369480384470087
816,"""diet"" ""exercise"" -is:retweet -is:quote -is:reply",0.5245462301157507
817,"""diet"" ""exercising"" -is:retweet -is:quote -is:reply",0.434133362815742
818,"""diet"" ""physical exertion"" -is:retweet -is:quote -is:reply",0.30354157502490936
819,"""diet"" ""workout"" -is:retweet -is:quote -is:reply",0.5203922693251524
820,"""diet"" ""sleep quality"" -is:retweet -is:quote -is:reply",0.42600018625623937
821,"""diet"" ""sexual education"" -is:retweet -is:quote -is:reply",0.22248256368329122
822,"""diet"" ""activities"" -is:retweet -is:quote -is:reply",0.2586859173166265
823,"""diet"" ""activity"" -is:retweet -is:quote -is:reply",0.32668728187885837
824,"""diet"" ""activeness"" -is:retweet -is:quote -is:reply",0.28999820172350477
825,"""diet"" ""bodily process"" -is:retweet -is:quote -is:reply",0.31370675361616185
826,"""diet"" ""body process"" -is:retweet -is:quote -is:reply",0.3842316128858103
827,"""diet"" ""bodily function"" -is:retweet -is:quote -is:reply",0.2813365678668896
828,"""diet"" ""natural process"" -is:retweet -is:quote -is:reply",0.34743169435326954
829,"""diet"" ""natural action"" -is:retweet -is:quote -is:reply",0.2858993963701133
830,"""diet"" ""computer"" -is:retweet -is:quote -is:reply",0.15029984169949775
831,"""diet"" ""computing machine"" -is:retweet -is:quote -is:reply",0.13771514544702568
832,"""diet"" ""computing device"" -is:retweet -is:quote -is:reply",0.16492597080446106
833,"""diet"" ""information processing system"" -is:retweet -is:quote -is:reply",0.22910307495341634
834,"""diet"" ""smartphone"" -is:retweet -is:quote -is:reply",0.1635952124945287
835,"""diet"" ""IPhone"" -is:retweet -is:quote -is:reply",0
836,"""diet"" ""Android"" -is:retweet -is:quote -is:reply",0.06907883101978006
837,"""diet"" ""television"" -is:retweet -is:quote -is:reply",0.06810909870008658
838,"""diet"" ""tv"" -is:retweet -is:quote -is:reply",0.06079461578922943
839,"""diet"" ""tv set"" -is:retweet -is:quote -is:reply",0.08899002613543204
840,"""diet"" ""health"" -is:retweet -is:quote -is:reply",0.361742757331886
841,"""diet"" ""wellness"" -is:retweet -is:quote -is:reply",0.4503777204080941
842,"""diet"" ""noncommunicable disease"" -is:retweet -is:quote -is:reply",0.3430864724329845
843,"""diet"" ""NCD"" -is:retweet -is:quote -is:reply",0.13789237351629618
844,"""diet"" ""chronic disease"" -is:retweet -is:quote -is:reply",0.39045782031955717
845,"""diet"" ""disease"" -is:retweet -is:quote -is:reply",0.35667579449553133
846,"""diet"" ""chronic respiratory disease"" -is:retweet -is:quote -is:reply",0.3807032346011524
847,"""diet"" ""asthma"" -is:retweet -is:quote -is:reply",0.3614675036967875
848,"""diet"" ""chronic obstructive pulmonary disease"" -is:retweet -is:quote -is:reply",0.3609477410378353
849,"""diet"" ""COPD"" -is:retweet -is:quote -is:reply",0.2504529855173555
850,"""diet"" ""lung cancer"" -is:retweet -is:quote -is:reply",0.28211061684666244
851,"""diet"" ""cystic fibrosis"" -is:retweet -is:quote -is:reply",0.28994664101673356
852,"""diet"" ""sleep apnea"" -is:retweet -is:quote -is:reply",0.3634991508607211
853,"""diet"" ""occupational lung disease"" -is:retweet -is:quote -is:reply",0.33300770128640933
854,"""diet"" ""cancer"" -is:retweet -is:quote -is:reply",0.2701359577609188
855,"""diet"" ""tumor"" -is:retweet -is:quote -is:reply",0.23442591678180846
856,"""diet"" ""carcinoma"" -is:retweet -is:quote -is:reply",0.19400603561906518
857,"""diet"" ""melanoma"" -is:retweet -is:quote -is:reply",0.24073948493649414
858,"""diet"" ""malignancy"" -is:retweet -is:quote -is:reply",0.33012749845360584
859,"""diet"" ""lymphoma"" -is:retweet -is:quote -is:reply",0.19730254605325132
860,"""diet"" ""malignant neoplastic disease"" -is:retweet -is:quote -is:reply",0.34238471508724433
861,"""diet"" ""diabetes"" -is:retweet -is:quote -is:reply",0.4969173560100524
862,"""diet"" ""insulin-dependent"" -is:retweet -is:quote -is:reply",0.2427628040404559
863,"""diet"" ""cardiovascular disease"" -is:retweet -is:quote -is:reply",0.4190199442226303
864,"""diet"" ""heart failure"" -is:retweet -is:quote -is:reply",0.23623829530915416
865,"""diet"" ""heart muscle disease"" -is:retweet -is:quote -is:reply",0.4172410791967868
866,"""diet"" ""cardiomyopathy"" -is:retweet -is:quote -is:reply",0.374106756269489
867,"""diet"" ""heart valve disease"" -is:retweet -is:quote -is:reply",0.3126359389141312
868,"""diet"" ""pericardial disease"" -is:retweet -is:quote -is:reply",0.3659212564933642
869,"""diet"" ""peripheral vascular disease"" -is:retweet -is:quote -is:reply",0.3370775679838595
870,"""diet"" ""rheumatic heart disease"" -is:retweet -is:quote -is:reply",0.3540921230749516
871,"""diet"" ""stroke"" -is:retweet -is:quote -is:reply",0.1911699740590389
872,"""diet"" ""vascular disease"" -is:retweet -is:quote -is:reply",0.362117190708096
873,"""diet"" ""heart attack"" -is:retweet -is:quote -is:reply",0.21755577674783133
874,"""diet"" ""unstable angina"" -is:retweet -is:quote -is:reply",0.20401421266088834
875,"""diet"" ""high blood pressure"" -is:retweet -is:quote -is:reply",0.24005737018816473
876,"""diet"" ""children"" -is:retweet -is:quote -is:reply",0.20790512551429294
877,"""diet"" ""child"" -is:retweet -is:quote -is:reply",0.2302225334933242
878,"""diet"" ""kid"" -is:retweet -is:quote -is:reply",0.1605241140814502
879,"""diet"" ""youngster"" -is:retweet -is:quote -is:reply",0.15801420968504598
880,"""diet"" ""minor"" -is:retweet -is:quote -is:reply",0.04740467267322028
881,"""diet"" ""baby"" -is:retweet -is:quote -is:reply",0.2694015145263644
882,"""diet"" ""girl"" -is:retweet -is:quote -is:reply",0.09899806293801593
883,"""diet"" ""boy"" -is:retweet -is:quote -is:reply",0.029390025234788442
884,"""diet"" ""baby"" -is:retweet -is:quote -is:reply",0.2694015145263644
885,"""diet"" ""teenager"" -is:retweet -is:quote -is:reply",0.07127866566463831
886,"""diet"" ""infant"" -is:retweet -is:quote -is:reply",0.2672845864362671
887,"""diet"" ""adolescent"" -is:retweet -is:quote -is:reply",0.2480536331133057
888,"""diet"" ""juvenile"" -is:retweet -is:quote -is:reply",0.13230367165991086
889,"""diet"" ""kiddie"" -is:retweet -is:quote -is:reply",0
890,"""diet"" ""youth"" -is:retweet -is:quote -is:reply",0.08553042226426354
891,"""diet"" ""fitness"" -is:retweet -is:quote -is:reply",0.4198594011887959
892,"""diet"" ""physical fitness"" -is:retweet -is:quote -is:reply",0.3839316258872706
893,"""dieting"" ""food"" -is:retweet -is:quote -is:reply",0.4367020393404345
894,"""dieting"" ""nutrient"" -is:retweet -is:quote -is:reply",0.520424381017232
895,"""dieting"" ""solid food"" -is:retweet -is:quote -is:reply",0.46660752975868836
896,"""dieting"" ""healthy food"" -is:retweet -is:quote -is:reply",0.5683021032916268
897,"""dieting"" ""obesity"" -is:retweet -is:quote -is:reply",0.550715884299574
898,"""dieting"" ""overweight"" -is:retweet -is:quote -is:reply",0.62300932531904
899,"""dieting"" ""anorexia"" -is:retweet -is:quote -is:reply",0.3721319070287976
900,"""dieting"" ""bulimia"" -is:retweet -is:quote -is:reply",0.3160189840846337
901,"""dieting"" ""underweight"" -is:retweet -is:quote -is:reply",0.5787072512432386
902,"""dieting"" ""nutrition"" -is:retweet -is:quote -is:reply",0.7551587593362862
903,"""dieting"" ""nutriment"" -is:retweet -is:quote -is:reply",0.6647577085922791
904,"""dieting"" ""nourishment"" -is:retweet -is:quote -is:reply",0.5984342865146606
905,"""dieting"" ""sustenance"" -is:retweet -is:quote -is:reply",0.5523129326617091
906,"""dieting"" ""aliment"" -is:retweet -is:quote -is:reply",0.49162329330248
907,"""dieting"" ""alimentation"" -is:retweet -is:quote -is:reply",0.6208964627310148
908,"""dieting"" ""victuals"" -is:retweet -is:quote -is:reply",0.3105942192647582
909,"""dieting"" ""economical resources"" -is:retweet -is:quote -is:reply",0.5983450620067774
910,"""dieting"" ""physical exercise"" -is:retweet -is:quote -is:reply",0.7114081594639293
911,"""dieting"" ""exercise"" -is:retweet -is:quote -is:reply",0.6623416476197094
912,"""dieting"" ""exercising"" -is:retweet -is:quote -is:reply",0.7690384545920759
913,"""dieting"" ""physical exertion"" -is:retweet -is:quote -is:reply",0.6689977340412625
914,"""dieting"" ""workout"" -is:retweet -is:quote -is:reply",0.5577626437358738
915,"""dieting"" ""sleep quality"" -is:retweet -is:quote -is:reply",0.5163360101573736
916,"""dieting"" ""sexual education"" -is:retweet -is:quote -is:reply",0.5766739499509533
917,"""dieting"" ""activities"" -is:retweet -is:quote -is:reply",0.6075703761467806
918,"""dieting"" ""activity"" -is:retweet -is:quote -is:reply",0.5974174762814075
919,"""dieting"" ""activeness"" -is:retweet -is:quote -is:reply",0.6388770501674758
920,"""dieting"" ""bodily process"" -is:retweet -is:quote -is:reply",0.5501613894006383
921,"""dieting"" ""body process"" -is:retweet -is:quote -is:reply",0.5601462961171569
922,"""dieting"" ""bodily function"" -is:retweet -is:quote -is:reply",0.5500050534615989
923,"""dieting"" ""natural process"" -is:retweet -is:quote -is:reply",0.581325065771675
924,"""dieting"" ""natural action"" -is:retweet -is:quote -is:reply",0.5898172457042428
925,"""dieting"" ""computer"" -is:retweet -is:quote -is:reply",0.41016723990053755
926,"""dieting"" ""computing machine"" -is:retweet -is:quote -is:reply",0.4908609113383248
927,"""dieting"" ""computing device"" -is:retweet -is:quote -is:reply",0.5071917455677065
928,"""dieting"" ""information processing system"" -is:retweet -is:quote -is:reply",0.5830401020601191
929,"""dieting"" ""smartphone"" -is:retweet -is:quote -is:reply",0.2592899718026817
930,"""dieting"" ""IPhone"" -is:retweet -is:quote -is:reply",0.08779998327310888
931,"""dieting"" ""Android"" -is:retweet -is:quote -is:reply",0.10298470570840978
932,"""dieting"" ""television"" -is:retweet -is:quote -is:reply",0.30811877895004647
933,"""dieting"" ""tv"" -is:retweet -is:quote -is:reply",0.022968571137975357
934,"""dieting"" ""tv set"" -is:retweet -is:quote -is:reply",0.1500935638790639
935,"""dieting"" ""health"" -is:retweet -is:quote -is:reply",0.558210426230724
936,"""dieting"" ""wellness"" -is:retweet -is:quote -is:reply",0.653234451670068
937,"""dieting"" ""noncommunicable disease"" -is:retweet -is:quote -is:reply",0.5499803721745581
938,"""dieting"" ""NCD"" -is:retweet -is:quote -is:reply",0.16355553154887836
939,"""dieting"" ""chronic disease"" -is:retweet -is:quote -is:reply",0.5250945045612494
940,"""dieting"" ""disease"" -is:retweet -is:quote -is:reply",0.440425149829728
941,"""dieting"" ""chronic respiratory disease"" -is:retweet -is:quote -is:reply",0.5554731027344991
942,"""dieting"" ""asthma"" -is:retweet -is:quote -is:reply",0.3163041676839532
943,"""dieting"" ""chronic obstructive pulmonary disease"" -is:retweet -is:quote -is:reply",0.5717361393650393
944,"""dieting"" ""COPD"" -is:retweet -is:quote -is:reply",0.26411175695316363
945,"""dieting"" ""lung cancer"" -is:retweet -is:quote -is:reply",0.32080751823586323
946,"""dieting"" ""cystic fibrosis"" -is:retweet -is:quote -is:reply",0.36811095751242634
947,"""dieting"" ""sleep apnea"" -is:retweet -is:quote -is:reply",0.33404639772919853
948,"""dieting"" ""occupational lung disease"" -is:retweet -is:quote -is:reply",0.5292250987061539
949,"""dieting"" ""cancer"" -is:retweet -is:quote -is:reply",0.35910479832394926
950,"""dieting"" ""tumor"" -is:retweet -is:quote -is:reply",0.23666826501270957
951,"""dieting"" ""carcinoma"" -is:retweet -is:quote -is:reply",0.23263752905624627
952,"""dieting"" ""melanoma"" -is:retweet -is:quote -is:reply",0.23806528488766374
953,"""dieting"" ""malignancy"" -is:retweet -is:quote -is:reply",0.4113307526528698
954,"""dieting"" ""lymphoma"" -is:retweet -is:quote -is:reply",0.19316962963266301
955,"""dieting"" ""malignant neoplastic disease"" -is:retweet -is:quote -is:reply",0.46753483019375053
956,"""dieting"" ""diabetes"" -is:retweet -is:quote -is:reply",0.47934703036446263
957,"""dieting"" ""insulin-dependent"" -is:retweet -is:quote -is:reply",0.3997833555313736
958,"""dieting"" ""cardiovascular disease"" -is:retweet -is:quote -is:reply",0.5606640293573831
959,"""dieting"" ""heart failure"" -is:retweet -is:quote -is:reply",0.37153826965485215
960,"""dieting"" ""heart muscle disease"" -is:retweet -is:quote -is:reply",0.4925659811869039
961,"""dieting"" ""cardiomyopathy"" -is:retweet -is:quote -is:reply",0.4413874532979508
962,"""dieting"" ""heart valve disease"" -is:retweet -is:quote -is:reply",0.3880329948793164
963,"""dieting"" ""pericardial disease"" -is:retweet -is:quote -is:reply",0.4681388242867237
964,"""dieting"" ""peripheral vascular disease"" -is:retweet -is:quote -is:reply",0.523963581193573
965,"""dieting"" ""rheumatic heart disease"" -is:retweet -is:quote -is:reply",0.48082672379527847
966,"""dieting"" ""stroke"" -is:retweet -is:quote -is:reply",0.2532039513958604
967,"""dieting"" ""vascular disease"" -is:retweet -is:quote -is:reply",0.5040899162720125
968,"""dieting"" ""heart attack"" -is:retweet -is:quote -is:reply",0.32410694202524903
969,"""dieting"" ""unstable angina"" -is:retweet -is:quote -is:reply",0.4344201795481475
970,"""dieting"" ""high blood pressure"" -is:retweet -is:quote -is:reply",0.4358438846582974
971,"""dieting"" ""children"" -is:retweet -is:quote -is:reply",0.34968651471487683
972,"""dieting"" ""child"" -is:retweet -is:quote -is:reply",0.29481196902911394
973,"""dieting"" ""kid"" -is:retweet -is:quote -is:reply",0
974,"""dieting"" ""youngster"" -is:retweet -is:quote -is:reply",0.24919430930201192
975,"""dieting"" ""minor"" -is:retweet -is:quote -is:reply",0.18627369931933632
976,"""dieting"" ""baby"" -is:retweet -is:quote -is:reply",0.10201904758216969
977,"""dieting"" ""girl"" -is:retweet -is:quote -is:reply",0
978,"""dieting"" ""boy"" -is:retweet -is:quote -is:reply",0
979,"""dieting"" ""baby"" -is:retweet -is:quote -is:reply",0.10201904758216969
980,"""dieting"" ""teenager"" -is:retweet -is:quote -is:reply",0.09456342597045214
981,"""dieting"" ""infant"" -is:retweet -is:quote -is:reply",0.2640813574212383
982,"""dieting"" ""adolescent"" -is:retweet -is:quote -is:reply",0.4118347004263009
983,"""dieting"" ""juvenile"" -is:retweet -is:quote -is:reply",0.18393991413519595
984,"""dieting"" ""kiddie"" -is:retweet -is:quote -is:reply",0
985,"""dieting"" ""youth"" -is:retweet -is:quote -is:reply",0.28325758256436834
986,"""dieting"" ""fitness"" -is:retweet -is:quote -is:reply",0.6145682035086215
987,"""dieting"" ""physical fitness"" -is:retweet -is:quote -is:reply",0.6819217072907819
988,"""food"" ""nutrition"" -is:retweet -is:quote -is:reply",0.5576449134858804
989,"""food"" ""nutriment"" -is:retweet -is:quote -is:reply",0.5192274065092098
990,"""food"" ""nourishment"" -is:retweet -is:quote -is:reply",0.5143842899171137
991,"""food"" ""sustenance"" -is:retweet -is:quote -is:reply",0.4762301605485499
992,"""food"" ""aliment"" -is:retweet -is:quote -is:reply",0.3507150087889333
993,"""food"" ""alimentation"" -is:retweet -is:quote -is:reply",0.2536231093429793
994,"""food"" ""victuals"" -is:retweet -is:quote -is:reply",0.20090712331514438
995,"""food"" ""economical resources"" -is:retweet -is:quote -is:reply",0.38240942800274663
996,"""food"" ""physical exercise"" -is:retweet -is:quote -is:reply",0.29111523596239275
997,"""food"" ""exercise"" -is:retweet -is:quote -is:reply",0.2688845779736505
998,"""food"" ""exercising"" -is:retweet -is:quote -is:reply",0.3171846617409686
999,"""food"" ""physical exertion"" -is:retweet -is:quote -is:reply",0.2297854000410377
1000,"""food"" ""workout"" -is:retweet -is:quote -is:reply",0.2272522444197491
1001,"""food"" ""sleep quality"" -is:retweet -is:quote -is:reply",0.4273481439864815
1002,"""food"" ""sexual education"" -is:retweet -is:quote -is:reply",0.21283345917018368
1003,"""food"" ""activities"" -is:retweet -is:quote -is:reply",0.32604916091167363
1004,"""food"" ""activity"" -is:retweet -is:quote -is:reply",0.2822576352059655
1005,"""food"" ""activeness"" -is:retweet -is:quote -is:reply",0.2730439197215573
1006,"""food"" ""bodily process"" -is:retweet -is:quote -is:reply",0.27257906501113627
1007,"""food"" ""body process"" -is:retweet -is:quote -is:reply",0.28889419467544075
1008,"""food"" ""bodily function"" -is:retweet -is:quote -is:reply",0.21895031983148344
1009,"""food"" ""natural process"" -is:retweet -is:quote -is:reply",0.37137043266297687
1010,"""food"" ""natural action"" -is:retweet -is:quote -is:reply",0.2943250921744181
1011,"""food"" ""computer"" -is:retweet -is:quote -is:reply",0.17081923629391052
1012,"""food"" ""computing machine"" -is:retweet -is:quote -is:reply",0.2502057683124394
1013,"""food"" ""computing device"" -is:retweet -is:quote -is:reply",0.23261516353399025
1014,"""food"" ""information processing system"" -is:retweet -is:quote -is:reply",0.33088698977719067
1015,"""food"" ""smartphone"" -is:retweet -is:quote -is:reply",0.1943212287092637
1016,"""food"" ""IPhone"" -is:retweet -is:quote -is:reply",0
1017,"""food"" ""Android"" -is:retweet -is:quote -is:reply",0.030629277865997517
1018,"""food"" ""television"" -is:retweet -is:quote -is:reply",0.11329447232902572
1019,"""food"" ""tv"" -is:retweet -is:quote -is:reply",0.030480204859455594
1020,"""food"" ""tv set"" -is:retweet -is:quote -is:reply",0.056284654873709684
1021,"""food"" ""health"" -is:retweet -is:quote -is:reply",0.3722918091757081
1022,"""food"" ""wellness"" -is:retweet -is:quote -is:reply",0.41383796857987093
1023,"""food"" ""noncommunicable disease"" -is:retweet -is:quote -is:reply",0.26713565076689094
1024,"""food"" ""NCD"" -is:retweet -is:quote -is:reply",0
1025,"""food"" ""chronic disease"" -is:retweet -is:quote -is:reply",0.22500120928916675
1026,"""food"" ""disease"" -is:retweet -is:quote -is:reply",0.20854386000456387
1027,"""food"" ""chronic respiratory disease"" -is:retweet -is:quote -is:reply",0.2536147540956207
1028,"""food"" ""asthma"" -is:retweet -is:quote -is:reply",0.15172669668849711
1029,"""food"" ""chronic obstructive pulmonary disease"" -is:retweet -is:quote -is:reply",0.21632821369175792
1030,"""food"" ""COPD"" -is:retweet -is:quote -is:reply",0.034962015048206556
1031,"""food"" ""lung cancer"" -is:retweet -is:quote -is:reply",0.09813004337845153
1032,"""food"" ""cystic fibrosis"" -is:retweet -is:quote -is:reply",0.0954127633013722
1033,"""food"" ""sleep apnea"" -is:retweet -is:quote -is:reply",0.16074320875446435
